31,"Alexander, William P. ",Wynnewood Sonata ,W. P. Alexander c1996 ,"cl(2), pno ","score (20 pp.), 3 parts ","1996 ICA Composition Contest entry, cassette available.Clarinet parts lost, removed from ciculation/website. ",ICA,5815,,,,,,,,Recording AvailableICA Composition Contest
32,"Alexander, William P. ",Clarinet Quintet ,W. P. Alexander c1997 ,"cl | cl-a, vln(2), vla, vcl ","score (26 pp.), 6 parts ","1997 ICA Composition Contest entry, cassette available. ",ICA,5905,,,,,,Quintet,,QuintetsICA Composition ContestRecording Available
33,"Allan, Aaron A. ",The Hopewell Quintet ,Figures Music c1997 ,"cl, vln(2), vla, vcl ",score (14 pp.) ,"1997 ICA Composition Contest entry, cassette available. ",ICA,5871,,,,,,Quintet,,QuintetsRecording AvailableICA Composition Contest
34,"Allan, Aaron A. ",The Great River ,Figures Music c1997 ,"cl, vln(2), vla, vcl ",score (22 pp.) ,"1997 ICA Composition Contest entry, cassette available. ",ICA,5872,,,,,,,,ICA Composition ContestRecording Available
35,"Allard, Joe ",Three Octave Scales and Chords ,NY: Charles Colin c1954 ,cl ,score (46 pp.) ,,ICA,4889,,,,,,,,Studies/Method
36,"Allen, Keith Wayne ","Trio for Clarinet, Cello and Piano, Opus 4 ",K. W. Allen c1993 ,"cl, vcl, pno ",score ,1994 ICA Composition Contest entry. Cassette available. ,ICA,2356,,,,,,,,Recording AvailableICA Composition Contest
37,"Allen, Omar ",Fantasy and Air ,"Delevan, NY: Kendor c1975 ","cl, pno ","score (14 pp.), part ","Grade 6, dur: 7:50. second copy donated by Jeff Snavely.",ICA,14,,,,,,,,
38,"Allier, Gabriel ",Scéne Champetre ,Paris: Margueritat ,"ob | fl, cl-a, bsn, hrn ",4 scores (4 pp.) ,,ICA,5448,,,,,,,,
39,"Althouse, Lillian ",Memories (Valse Lento) ,Chicago: Rubank c1926 ,"cl, pno ","score (4 pp.), part ",,ICA,4875,,,,,,,,
40,"Alwyn, William ",Sonata ,London: Boosey & Hawkes c1963 ,"cl, pno ","score (25 pp.), part ",second copy from Jerry Pierce Collection. ,ICA,15,12:00,,,,,,,
41,"Amani, Mehdi",Ancient Menuet ,"San Antonio, TX: Southern c1966 ","cl, pno ","score (3 pp.), part ","Ed, arr, rev: David L. Hite. ",ICA,16,,,,,,,,
42,"Amberg, Johan","Fantasiestücke, Op. 12 ",Leipzig: Wilhelm Hansen ,"cl | vln, vla | vcl, pno","score (23 pp.), 4 parts ",,ICA,17,,,,,,,,
43,"Amberg, Johan","Trio, Op. 11 ",Leipzig: Wilhelm Hansen ,"cl | vln, vcl, pno ","score (72 pp.), 3pts. ",,ICA,18,,,,,,Trio,,Trios
44,"Amberg, Johan",Suite ,Hansen: Leipzig ,"fl, ob, cl, pno ","score (23 pp.), 3 parts ",,ICA,5411,,,,,,,,
45,"Amellér, André ",Promenade en Bourgogne ,Paris: Alphonse Leduc c1970 ,"cl, pno ",part ,Score lost - AKM 7/7/14,ICA,3144,3:00,,,,,,,
46,"Amsden, Arthur ",Amsden's Celebrated Practice Duets ,"Oskaloosa, IA: C. L. Barnhouse c1918 ",cl(2) ,book (70 pp.) ,,ICA,2839,,,,,,Duet,Y,StudiesDuetsStudies/Method
47,"Wang, An-Ming",Sonata for Clarinet and Piano ,W. An-Ming c1978 ,"cl, pno ",score ,1994 ICA Composition Contest entry,ICA,2353,20:00,,,,,,,ICA Composition Contest
48,"Anderberg, Carl-Olof",Four Serious Caprices (1956) ,ms copy 1956 ,"cl, pno ","score (32 pp.), part ",,ICA,1719,13:57,,,,,,,
49,"Andersen, Karl ","Trio, Op. 5 für Flöte, Klarinett und Cello ",Oslo: Norsk Musikforlag c1947 ,"fl, cl-a, vcl ",score (47 pp.- miniature) ,,ICA,19,,,,,,Trio,,Trios
50,"Andersen, Karl ","Trio, Op.5 ","Melville, NY: Belwin ","fl, cl-a, vcl ",3 parts ,,ICA,3978,,,,,,Trio,,Trios
51,"Anderson, Jon Douglas ",clariNET ,J. D. Anderson ,"cl, vln(2), vla, vcl ",score (11 pp.) ,"1997 ICA Composition Contest entry, cassette available. ",ICA,5863,,,,,,,,ICA Composition ContestRecording Available
52,"Anderson, Leroy ",Clarinet Candy ,"Woodbury, CT: Woodbury c1962 ","cl(4), pno ","score (11 pp.), 3 parts ",,ICA,21,,,,,,,,
53,"Anderson, Leroy ",Clarinet Candy ,"Woodbury, CT: Woodbury c1962 ","cl, pno ","score (11 pp.), part ",,ICA,22,,,,,,,,
54,"Anderson, Ryan D. ",Klarinett Kvintett ,R. D. Anderson c1995 ,"cl, vln(2), vla, vcl ",score (54 pp.) ,"1997 ICA Composition Contest entry, cassette available. ",ICA,5914,,,,,,,,Recording AvailableICA Composition Contest
55,"Anderson, T. J. ",Intermezzi (1983) ,Berlin: Bote & Bock c1984 ,"cl, sax-alt, pno ","score (11 pp.), 2 parts ",,ICA,3609,,,,,,,,
56,"Andraud, Albert J. and Arÿ van Leeuwen, arrs. ",Eighteen Trios from the Classic Masters ,Cincinnati: Andraud c1934 ,"fl(2), cl | fl, ob, cl ",score (28 pp.),"5 copies. Third & fourth copies from Jerry Pierce Collection. Fifth copy in Sidney Forrest collection, fragile, lightly annotated, includes two handwritten parts. GraceC",ICA,23,,,,,,Trio,,Trios
57,"Andraud, Albert J., arr. ",Classic Pieces for Small Woodwind Ensembles ,"Cincinnati: Andruad c1953, c.2 c1938 ","fl, cl ",2 parts ,,ICA,4025,,,,,,,,
58,"Andraud, Albert J., ed. ","Twenty Two Woodwind Quintets for Flute, Oboe, Clarinet, Horn and Bassoon ",Cincinnati: Albert J. Andraud Wind Instrument Music Library c1948 ,"fl, ob, cl, hrn, bsn ",5 parts ,"Second copy of cl part in Sidney Forrest collection, fragile. GraceC",ICA,24,,,,,,Quintet,,Quintets
59,"Andraud, Albert J., rev. ",3 Petites Pieces de Concert ,"San Antonio, TX: Southern c1965 ","fl, ob, cl, hrn, bsn ","score (10 pp.), 5 parts ",,ICA,4668,,,,,,,,
60,"Andraud, Albert J., trans. ","Duos Concertants, 1st Series ",Cincinnati: Andraud c1935 ,"fl | ob, cl ",2 score (23 pp.) ,"additional copy Jan., 07",ICA,4042,,,,,,,,
61,"Andraud, Albert J., trans. ","Duos Concertants, 2nd Series ",Cincinnati: Andraud c1946 ,"fl | ob, cl ",2 parts ,,ICA,4043,,,,,,,,
62,"Andraud, Albert J., trans. ","Duos Concertants, 3rd Series ",Cincinnati: Andraud c1946 ,"fl | ob, cl ",2 parts ,"2 copies, second flute copy only - Duman collection GF.",ICA,4044,,,,,,,,
63,"André, Paul ",Amour et Guitare Sérénade ,Paris: Deplax ,"cl(2), pno ",2 parts (cl) ,,ICA,5090,,,,,,,,
64,Andrié-Thiriet ,Fantasie ,Paris: Editions Gras ,"cl, pno ",score (8 pp.) ,,ICA,2432,,,,,,,,
65,"Andriessen, Jurriaan ","Rococo-Concerto, concerto semplice per Clarinetto e orchestra ","Wormerveer, Holland: Molenaar c1973 ","cl, pno ","score (14 pp.), part ",second copy from Jerry Pierce Collection. ,ICA,25,,,,,,,,
66,"Andriessen, Jurriaan ",Epitaph voor Louis van Tulder ,Amsterdam: Donemus ,"voice-sop | voice-ten, cl, pno ",2 scores (5 pp.) ,,ICA,4011,,,,,,Trio,,Trios
67,"Andrieu, Fernand ","Divertissement, Op. 317 ",Paris: Andrieu Freres c1955 ,"cl, pno ","score (7 pp.), part ",,ICA,3151,,,,,,,,
68,"Andrieu, Fernand ",Premier Solo de Concours ,NY: Alfred c1942 ,"cl-alt | sax-alt | sax-bar-eb, pno ","score (6 pp.), part ",Ed. F. Henri Klickmann ,ICA,3627,,,,,,,,
69,"Ansermet, Ernest ","Morceau de Lecture, Sight-reading Piece (1941) ",Zürich: Hug & Co. c1993 ,"cl, pno ","score (7 pp.), part ",Ed. Hans Rudolf Stadler ,ICA,4537,,,,,,,,
70,"Antoni, Thomas ","3 Encores for Woodwind Trio (flute, oboe and B-flat clarinet) ",Surrey: Camera c1974 ,"fl, ob, cl ","score (7 pp.), 3 parts ",,ICA,32,,,,,,Trio,,Trios
71,"Antoni, Thomas ",2 Easy Fanfares for Woodwind Trio ,Surrey: Camera c1974 ,"fl, ob, cl ","score (4 pp.), 3 parts ",,ICA,33,,,,,,Trio,,Trios
72,"Antoniou, Theodore ","Concertino, Op. 21 ",Kassel: Bärenreiter c1964 ,"picc, fl, ob, cl(2), hrn(2), bsn(2), tbn, pno, perc, ctrbs, cl-bs ",score (49 pp.) ,Dur: 13:00 ,ICA,34,,,,,,,,Wind Ensemble
73,"Antoniou, Theodore ",Three Likes for Solo Clarinet (1973) ,Kassel: Bärenreiter c1974 ,cl ,score (7 pp.) ,,ICA,4447,8:00,,,,,Solo,,Solos
74,"Apostel, Hans Erich ",Quartett ,London: Universal c1952 ,"fl, cl, hrn, bsn ",score (45 pp.) ,,ICA,2926,22:00,,,,,Quartet,,Quartets
75,"Apostel, Hans Erich ","Sonatine, Op. 19, No. 2 ",London: Universal c1953 ,cl ,score (7 pp.) ,second copy from Jerry Pierce Collection. Third copy donated by Edwin Gardner,ICA,35,8:30,,,,,,,
76,"Apperson, Ronald R. ",Sextet ,R. R. Apperson ,"fl, ob, cl, hrn, bsn, pno ","score (17 pp.), 6 parts ",,ICA,5809,,,,,,Sextet,,Sextets
77,"Applebaum, Edward ",Montages ,London: J. & W. Chester c1969 ,"cl, vcl, pno ",score (16 pp.) ,Dur: 9:00 ,ICA,36,,,,,,,,
78,"Arányi, György ",Rapszódia ,Budapest: Zenemükiadó Vállalat c1966 ,"cl, pno ","score (19 pp.), part ",,ICA,2515,,,,,,,,
79,"Arban, (Joseph) Jean-Baptiste (Laurent) ",Perpetual Motion ,New York: Leeds c 1938 ,"cl | fl | ob | sax-ten | tpt | bari, pno ","score (4 pp.), 2 parts ",Arr. Benedict Vanasek ,ICA,5138,,,,,,,,
80,"Arbatsky, Yury, arr. ","From A to Z, a Collection of Original and Unoriginal Duets ",NY: McGinnis & Marx c1964 by Josef Marx ,"fl | ob, cl ",score (31 pp.) ,second copy from Jerry Pierce Collection. ,ICA,37,,,,,,Duet,,Duets
81,"Archer, Violet ",Sonata for Clarinet and Piano ,"Waterloo, Canada: Waterloo c1973 ","cl, pno ","score (26 pp.), part ",,ICA,38,,,,,,,,
82,"Ardévol, José",Dos Sonatas a Tres ,Montevideo: Instituto Interamericano de Musicologia c1943 ,"ob, cl, vcl, fl(2), vla ",score (15 pp.) ,,ICA,3610,,,,,,,,
83,"Argento, Dominick ",To be Sung Upon the Water ,NY: Boosey & Hawkes c1974,"voice-sop | voice-ten, cl, pno ","score (40 pp.), part ","Poems by William Wordsworth. 2 copies of score in Sidney Forrest collection, one contains performance notes written by SF, second signed by composer and contains note and performance instructions from composer. GraceC",ICA,3571,,,,,,Trio,,
84,"Arma, Paul ",Divertimento No.VI ,Paris: Lemoine c1956 ,"cl | cl-alt, pno ","score (17 pp.), 2 parts ",,ICA,39,11:15,,,,,,,
85,"Arma, Paul ",Petite Suite ,Paris: Lemoine c1967 ,cl ,score (3 pp.) ,"Second copy donated by Edwin C. Gardner, Jr.MP",ICA,3944,6:30,,,,,,,
86,"Armato, Ben, ed. ",The Opera Clarinetist ,NY: Fischer c1966 ,cl ,score (96 pp.) ,second & third copies from Jerry Pierce Collection. Fourth copy in Sidney Forrest collection.,ICA,40,,,,,,Solo,,Studies/Method
87,"Armato, Ben, ed. ",Recital Clarinetist with Piano Accompaniment ,NY: Fischer c1972 ,"cl, pno ","score (83 pp.), part ","second copy from Jerry Pierce Collection. Third copy in Sidney Forrest collection (cl pt only, missing cover), GraceC",ICA,41,,,,,,,,
88,"Arne, Thomas Augustine",When Daisies Pied ,Yorkshire: Emerson Edition c1980 ,"voice-sop, cl, pno ","score (4 pp.), cl part ","Text by William Shakespeare. Ed., trans. Pamela Weston, cl obligato Henry Lazarus. ",ICA,3487,,,,,,,,
89,"Arnell, Richard ",Eight Clarinet Pieces ,London: Hinrichsen c1961 ,"cl, pno ","score (13 pp.), part ",second copy donated by Jeff Snavely.,ICA,3337,9:30,,,,,,,
90,"Arnold, Alan ",Romanian Fantasy ,A. Arnold ,"cl, pno ","score (12 pp.), part ",,ICA,5966,,,,,,,,
91,"Arnold, Jay and Charles Lindsay, Jr., arrs. ","Easy Clarinet Solos, Vol.14 ",NY: Consolidated c1956 ,"cl, pno ","score (80 pp.), parts ",copy 1 has an optional cl.2 partcopy 2 has only the score and cl.1 part,ICA,5704,,,,,,Solo,,Solos
92,"Arnold, Jay, arr. ",Very First Method ,NY: Edward Schuberth & Charles Hansen c1972 ,cl ,part ,,ICA,1943,,,,,,,,Studies/Method
93,"Arnold, Jay, arr. ",Selected Clarinet Solos ,NY: Amsco c1941 ,"cl, pno ","score (128 pp.), part ",,ICA,5707,,,,,,Solo,,Solos
94,"Arnold, Karl ","Sonate, Op. 7 ","Delaware Water Gap, PA: Shawnee c1982 ","cl, pno ","score (31 pp.), part ",ed. Lyle Merriman ,ICA,3035,14:30,,,,,,,
95,"Arnold, Malcolm ","Clarinet Concerto No. 2, Op. 115 ",London: Faber c1984 ,"cl, orch ",score (70 pp.) ,"Second donated by Edwin C. Gardner, Jr.MP",ICA,3199,17:00,,,,,,,Orchestra
96,"Arnold, Malcolm ","Fantasy for Clarinet, Op. 87 ",London: Faber c1966 ,cl ,score (3 pp.) ,"Second copy donated by Edwin C. Gardner, Jr.MP",ICA,3866,,,,,,,,
97,"Arnold, Malcolm ",Concerto for Clarinet and Strings ,London: Alfred Lengnick c1952 ,"cl, pno ","score (36 pp.), part ","Pno red: M. Arnold. Second copy from Jerry Pierce Collection. Third copy donated by Edwin C. Gardner, Jr.MP",ICA,42,,,,,,,,
98,"Arnold, Malcolm ",Sonatina for Clarinet and Piano ,London: Alfred Lengnick c1951 ,"cl, pno ","score (16 pp.), part ",Second copy donated by William DakinMP,ICA,43,,,,,,,,
99,"Arnold, Malcolm ",Sonatina ,London: Alfred Lengnick c1951 ,"cl, pno ","score (16 pp.), part ","First copy donated by Harold L. Worman, second copy from Jerry Pierce Collection. ",ICA,2124,7:30,,,,,,,
100,"Seco de Arpe, Manuel ","Piezas Musicales Para la Tarde, for flute, B-flat clarinet, and trumpet in F ","Tarragona, Madrid: Graficas Iberica, ms copy c1982 ","fl, cl, tpt-f",score (63 pp.) ,,ICA,1721,,,,,,,,
101,"Arrieu, Claude ",Cinq Mouvements ,Paris: Billaudot c1970 ,"cl-sop, cl(2), cl-bs ","score (28 pp.), parts ",,ICA,3002,10:00,,,,,,,
102,"Arrieu, Claude ",Capriccio ,Paris: Amphion c1971 ,"cl, pno ","score (9 pp.), part ",Second copy donated by Edwin C. Gardner JR.GF,ICA,4978,,,,,,,,
103,"Artôt, Jean Désiré ",Twelve Trios ,Boston: Cundy-Bettoney c1938 ,cl(3) ,3 parts ,,ICA,3991,,,,,,Trio,,TriosClarinet Choir
104,"Aschaffenburg, Walter ","Quintet for Winds, Op. 16 ",c1968 by W. Aschaffeburg ,"fl, ob, cl, hrn, bsn ","score (26 pp.), 4 parts ",Dur: 11:45 ,ICA,44,,,,,,Quintet,,Quintets
105,"Aslamas, Asinim ",Two Pieces ,Moscow 1960 ,"cl, pno ","score (14 pp.), part ",,ICA,2542,,,,,,,,
106,"Atayan, R. ",Poem ,"unidentified, Russian [nd] ","cl, pno ",score,"2 copies. Second copy in Sidney Forrest collection, brittle. GraceC",ICA,5752,,,,8,,Duet,,
107,"Aubain, Jean Emmanuel",Concerto ,Paris: Billaudot c1985 ,"cl, pno ","score (30 pp.), part ",,ICA,3190,19:15,,,,,,,
108,"Aubain, Jean Emmanuel",Pastorale et Scherzo ,Paris: Amphion c1979 ,"cl, pno ","score (15 pp.), part ",,ICA,4973,,,,,,,,
109,"Aubert, Jacques ",Aria and Presto ,"Park Ridge, IL: Neil A. Kjos c1940 ","cl, pno ","score (7 pp.), part ",Arr: George F. Waln ,ICA,2048,,,,,,,,
110,"Aubert, Pierre ",Premier Solo de Concours ,Paris: Andrieu ,"cl, pno ","score (12 pp.), part ",,ICA,2416,,,,,,,,
111,"Aubin, Francine ",Deux Pièces en Forme de Jazz ,"Mâcon Cedex, France: Éditions Robert Martin c1985 ","cl, pno ","score (8 pp.), part ",LOST - akm 2/14/12,ICA,3868,,,,,,,,Jazz
112,"Aubin, Francine ",Una fioretti di Francesco ,"Mâcon Cedex, France: Éditions Robert Martin c1987 ","cl, pno ","score (6 pp.), part ",,ICA,4067,,,,,,,,
113,"Aubin, Tony ","Le Calme de la Mar, No. 3 de ""Suite Éolienne"" ",Paris: Alphonse Leduc c1964 ,"cl, pno ","score (7 pp.), part ",LOST,ICA,3421,,,,,,,,
114,"Aubin, Tony ",Divertimento Dell'Incertezza ,Paris: Alphonse Leduc c1967 ,"cl, pno ","score (12 pp.), part ",,ICA,5030,,,,,,,,
115,"Auclert, Pierre ",Deuxième Trio ,Paris: Amphion c1966 ,"fl, cl-a, pno ","score (28 pp.), 2 parts ","Second copy in Sidney Forrest collection, fragile, contains signed notes from composer. GraceC",ICA,4004,3:20,,,,,Trio,,Trios
116,"Austin, Larry ",Current ,"Davis, CA: Composer/Performer Edition c1967 ","cl, pno ",score (20 pp.) ,,ICA,4467,11:00,,,,,,,
117,"Austin, Stanley ",Essay for Clarinet ,"Trenton, NJ: Innovative Projects c1975 ","cl, pno ","score (7 pp.), part ",,ICA,2456,,,,,,,,
118,"Avella, Vincente ",Pandora's Box ,V. Avella 1996 ,"cl, vln(2), vla, vcl ",score (31 pp.) ,"1997 ICA Composition Contest entry, cassette available. ",ICA,5892,,,,,,,,ICA Composition ContestRecording Available
119,"Avni, Tzvi ",Echoes from the Past: Prelude; Ricercar; Marche Grotesque; Intermezzo; Dance ,"Tel-Aviv, Israel: Israeli Music Institute c1973 ",cl ,part ,,ICA,2064,6:00,,,,,,,
120,"Avni, Tzvi ",Echoes from the Past ,Tel Aviv: Israel Music Institute c1973 ,cl ,score (6 pp.) ,Dur: 6:00 ,ICA,45,,,,,,,,
121,"Avon, Edmond ",Prélude et Rigaudon ,Paris: E. Gaudet c1912 ,"cl, pno ","score (9 pp.), part ",Second copy from Jerry Pierce Collection (2 cl parts). ,ICA,1722,,,,,,,Y,
122,"Avon, Edmond ","Deux Pièces (Chant d'Amour, Rondo Amabile) ","Pas-de-Calais, France: Bajus ","cl, pno ","score (12 pp.), part ",Second copy from Jerry Pierce Collection,ICA,4588,,,,,,,,
123,"Avon, Edmond ",Introduction et Polonaise de Concert ,"Pas-de-Calais, France: Bajus ","cl, pno ","score (10 pp.), part ","Does not circulate, signed by Avon. ",ICA,4590,,,,,,,,
124,"Avon, Edmond ",Divertissement ,Pas-de-Calais: Bajus ,"cl, orch ",15 parts ,,ICA,4594,,,,,,,,Orchestra
125,"Avon, Edmond ",La Fileuse ,Loire: Avon ,"cl, orch ","score (6 pp.), 17 parts ",,ICA,4596,,,,,,,,Orchestra
126,"Avon, Edmond ",Rondo ,Boston: Cundy-Bettoney ,"cl, pno ","score (6 pp.), part ",,ICA,4598,,,,,,,,
127,"Avon, Edmond ",Divertissement ,Boston: Cundy-Bettoney ,"cl, pno ","score (11 pp.), part ",,ICA,4599,,,,,,,,
128,"Avon, Edmond ",Dance Joyeuse ,Boston: Cundy-Bettoney c1923 ,"cl, pno ",2 parts ,,ICA,4600,,,,,,,,
129,"Avon, Edmond ",Prélude et Rigaudon ,Paris: E. Gaudet c1912 ,"cl, orch ","2 scores (9 pp.), 16 parts ",,ICA,5082,,,,,,,Y,Orchestra
130,"Avon, Edmond ",Fantasie de Concert ,Paris: Andrieu Freres c1939 ,"cl, pno ","score (8 pp.), 2 parts ",,ICA,5967,,,,,,,,
131,"Avshalomov, Jacob ",Two Bagatelles ,NY: Merrymount Music Press c1949 ,"cl, pno ","score (8 pp.), part ",,ICA,2492,,,,,,,,
132,"Avshalomov, Jacob ",Evocations (1952) ,ms copy [nd] ,"cl, pno ",score (25 pp.) ,,ICA,46,,,,,,,,
133,"Avshalomov, Jacob ",Sonatine for Viola and Piano ,NY: Music Press c1947 ,"cl, pno ","score (28 pp.), 2 parts ",,ICA,47,,,,,,,,
134,"Avshalomov, Jacob ",Sonatine ,"Portland, OR: Howlet Press c1994 ","cl | vla, pno ","score (28 pp.), 2 parts ",,ICA,5756,,,,,,,,
135,"Avshalomov, Jacob ",Evocations ,"Portland, OR: Howlet Press c1994 ","cl | vla, pno ","score (33 pp.), 2 parts ",,ICA,5757,,,,,,,,
136,"Azevedo, Sérgio ",Momentum pro Gora Kalwaria ,S. Azevedo c1992 ,"cl(2), cl-a(2) ",score (5 pp.) ,"1995 ICA Composition Contest entry, cassette available. ",ICA,5692,,,,,,,,Recording AvailableICA Composition Contest
137,"Babin, Victor ",Hillandale Waltzes (composed on a theme by Johann N. Hummel) ,London: Hawkes c1947 ,"cl, pno ","score (16 pp.), part ",second copy from Jerry Pierce Collection. Third copy donated by Edwin C. Gardner JR. (Eble Music Company see ICA 7456)GFFourth copy in Sidney Forrest collection. GraceC,ICA,48,,,,,,Duet,,
138,"Bach, Carl Philipp Emanuel ",Solfeggietto (arranged for unaccompanied bass clarinet) ,ms copy [nd] ,cl-bs ,score (2 pp.) ,Arr: Dennis Smylie ,ICA,1723,,,,,,,,
139,"Bach, Carl Philipp Emanuel ",Duet ,NY: International c1955 ,cl(2) ,score (3 pp.) ,Ed. Robert McGinnis ,ICA,2773,,,,,,Duet,,Duets
